instrument_name,option_type,underlying_price_S,strike_K,time_to_maturity_T,risk_free_rate_r,option_price_V
BTC-12JUN26-72000-C,call,62905.44,72000.0,0.011367321117104262,0.045,0.0005
BTC-12JUN26-72000-P,put,62878.95,72000.0,0.011367321117104262,0.045,0.14475
BTC-12JUN26-74000-C,call,62870.68,74000.0,0.011367321117104262,0.045,0.00030000000000000003
BTC-12JUN26-74000-P,put,62878.47,74000.0,0.011367321117104262,0.045,0.17625
BTC-12JUN26-75000-C,call,62878.81,75000.0,0.011367321117104262,0.045,0.00030000000000000003
BTC-12JUN26-75000-P,put,62879.65,75000.0,0.011367321117104262,0.045,0.19225
BTC-12JUN26-76000-C,call,62878.8,76000.0,0.011367321117104262,0.045,0.00025
BTC-12JUN26-76000-P,put,62878.8,76000.0,0.011367321117104262,0.045,0.208
BTC-12JUN26-77000-C,call,62871.89,77000.0,0.011367321117104262,0.045,0.00019999999999999998
BTC-12JUN26-77000-P,put,62875.22,77000.0,0.011367321117104262,0.045,0.224
BTC-12JUN26-78000-C,call,62880.22,78000.0,0.011367321117104262,0.045,0.00019999999999999998
BTC-12JUN26-78000-P,put,62880.22,78000.0,0.011367321117104262,0.045,0.24
BTC-12JUN26-79000-C,call,62887.19,79000.0,0.011367321117104262,0.045,0.00019999999999999998
BTC-12JUN26-79000-P,put,62889.78,79000.0,0.011367321117104262,0.045,0.25875
BTC-12JUN26-80000-C,call,62896.92,80000.0,0.011367321117104262,0.045,0.00019999999999999998
BTC-12JUN26-80000-P,put,62896.92,80000.0,0.011367321117104262,0.045,0.2745
BTC-12JUN26-81000-C,call,62896.85,81000.0,0.011367321117104262,0.045,0.00015000000000000001
BTC-12JUN26-81000-P,put,62895.01,81000.0,0.011367321117104262,0.045,0.2905
BTC-12JUN26-82000-C,call,62895.36,82000.0,0.011367321117104262,0.045,0.00015000000000000001
BTC-12JUN26-82000-P,put,62895.36,82000.0,0.011367321117104262,0.045,0.3065
BTC-12JUN26-84000-P,put,62889.33,84000.0,0.011367321117104262,0.045,0.33875
BTC-12JUN26-85000-P,put,62886.96,85000.0,0.011367321117104262,0.045,0.35450000000000004
BTC-12JUN26-86000-P,put,62889.52,86000.0,0.011367321117104262,0.045,0.3705
BTC-12JUN26-90000-P,put,62908.79,90000.0,0.011367321117104262,0.045,0.434
BTC-19JUN26-55000-C,call,62951.61,55000.0,0.030545403308885083,0.045,0.13625
BTC-19JUN26-55000-P,put,62950.58,55000.0,0.030545403308885083,0.045,0.006500000000000001
BTC-19JUN26-56000-C,call,62948.38,56000.0,0.030545403308885083,0.045,0.11800000000000001
BTC-19JUN26-56000-P,put,62941.91,56000.0,0.030545403308885083,0.045,0.00825
BTC-19JUN26-58000-C,call,62941.39,58000.0,0.030545403308885083,0.045,0.09025
BTC-19JUN26-58000-P,put,62941.4,58000.0,0.030545403308885083,0.045,0.01225
BTC-19JUN26-59000-C,call,62939.68,59000.0,0.030545403308885083,0.045,0.078
BTC-19JUN26-59000-P,put,62939.04,59000.0,0.030545403308885083,0.045,0.01525
BTC-19JUN26-60000-C,call,62937.58,60000.0,0.030545403308885083,0.045,0.06575
BTC-19JUN26-60000-P,put,62937.09,60000.0,0.030545403308885083,0.045,0.019
BTC-19JUN26-61000-C,call,62935.57,61000.0,0.030545403308885083,0.045,0.05425
BTC-19JUN26-61000-P,put,62935.37,61000.0,0.030545403308885083,0.045,0.0235
BTC-19JUN26-62000-C,call,62936.45,62000.0,0.030545403308885083,0.045,0.044
BTC-19JUN26-62000-P,put,62938.3,62000.0,0.030545403308885083,0.045,0.028999999999999998
BTC-19JUN26-63000-C,call,62937.55,63000.0,0.030545403308885083,0.045,0.03475
BTC-19JUN26-63000-P,put,62937.55,63000.0,0.030545403308885083,0.045,0.03575
BTC-19JUN26-64000-C,call,62937.52,64000.0,0.030545403308885083,0.045,0.02675
BTC-19JUN26-64000-P,put,62937.74,64000.0,0.030545403308885083,0.045,0.0435
BTC-19JUN26-65000-C,call,62938.87,65000.0,0.030545403308885083,0.045,0.02025
BTC-19JUN26-65000-P,put,62939.53,65000.0,0.030545403308885083,0.045,0.052500000000000005
BTC-19JUN26-66000-C,call,62938.13,66000.0,0.030545403308885083,0.045,0.015
BTC-19JUN26-66000-P,put,62938.44,66000.0,0.030545403308885083,0.045,0.0635
BTC-19JUN26-67000-C,call,62937.35,67000.0,0.030545403308885083,0.045,0.01075
BTC-19JUN26-67000-P,put,62937.29,67000.0,0.030545403308885083,0.045,0.07525
BTC-19JUN26-68000-C,call,62942.24,68000.0,0.030545403308885083,0.045,0.0075
BTC-19JUN26-68000-P,put,62940.97,68000.0,0.030545403308885083,0.045,0.08775
BTC-19JUN26-69000-C,call,62938.81,69000.0,0.030545403308885083,0.045,0.0055
BTC-19JUN26-69000-P,put,62938.81,69000.0,0.030545403308885083,0.045,0.1015
BTC-19JUN26-70000-C,call,62938.81,70000.0,0.030545403308885083,0.045,0.00385
BTC-19JUN26-70000-P,put,62939.22,70000.0,0.030545403308885083,0.045,0.11574999999999999
BTC-19JUN26-71000-C,call,62940.44,71000.0,0.030545403308885083,0.045,0.0027
BTC-19JUN26-71000-P,put,62942.92,71000.0,0.030545403308885083,0.045,0.13075
BTC-19JUN26-72000-C,call,62942.92,72000.0,0.030545403308885083,0.045,0.002
BTC-19JUN26-72000-P,put,62945.58,72000.0,0.030545403308885083,0.045,0.146
BTC-19JUN26-73000-C,call,62952.22,73000.0,0.030545403308885083,0.045,0.0015
BTC-19JUN26-73000-P,put,62952.38,73000.0,0.030545403308885083,0.045,0.1615
BTC-19JUN26-74000-C,call,62952.38,74000.0,0.030545403308885083,0.045,0.00125
BTC-19JUN26-74000-P,put,62956.02,74000.0,0.030545403308885083,0.045,0.17675
BTC-19JUN26-75000-C,call,62958.34,75000.0,0.030545403308885083,0.045,0.001
BTC-19JUN26-75000-P,put,62958.32,75000.0,0.030545403308885083,0.045,0.1915
BTC-19JUN26-76000-C,call,62964.32,76000.0,0.030545403308885083,0.045,0.0007999999999999999
BTC-19JUN26-76000-P,put,62963.88,76000.0,0.030545403308885083,0.045,0.208
BTC-19JUN26-77000-C,call,62964.58,77000.0,0.030545403308885083,0.045,0.0007
BTC-19JUN26-77000-P,put,62966.59,77000.0,0.030545403308885083,0.045,0.22675
BTC-19JUN26-78000-C,call,62973.2,78000.0,0.030545403308885083,0.045,0.0006000000000000001
BTC-19JUN26-78000-P,put,62973.2,78000.0,0.030545403308885083,0.045,0.2425
BTC-19JUN26-80000-C,call,62982.08,80000.0,0.030545403308885083,0.045,0.0005
BTC-19JUN26-80000-P,put,62983.09,80000.0,0.030545403308885083,0.045,0.274
BTC-19JUN26-85000-C,call,62979.42,85000.0,0.030545403308885083,0.045,0.00035
BTC-19JUN26-85000-P,put,62974.16,85000.0,0.030545403308885083,0.045,0.35350000000000004
BTC-26JUN26-30000-C,call,63005.36,30000.0,0.04972348550066591,0.045,0.5237499999999999
BTC-26JUN26-30000-P,put,63003.6,30000.0,0.04972348550066591,0.045,0.00015000000000000001
BTC-26JUN26-40000-C,call,63001.9,40000.0,0.04972348550066591,0.045,0.3655
BTC-26JUN26-40000-P,put,63001.06,40000.0,0.04972348550066591,0.045,0.00075
BTC-26JUN26-45000-C,call,63000.99,45000.0,0.04972348550066591,0.045,0.28674999999999995
BTC-26JUN26-45000-P,put,62998.32,45000.0,0.04972348550066591,0.045,0.00165
BTC-26JUN26-50000-C,call,62997.58,50000.0,0.04972348550066591,0.045,0.21
BTC-26JUN26-50000-P,put,62997.14,50000.0,0.04972348550066591,0.045,0.0038
BTC-26JUN26-54000-P,put,63001.43,54000.0,0.04972348550066591,0.045,0.00605
BTC-26JUN26-55000-C,call,63005.02,55000.0,0.04972348550066591,0.045,0.13575
BTC-26JUN26-55000-P,put,63004.96,55000.0,0.04972348550066591,0.045,0.0095
BTC-26JUN26-56000-P,put,63005.14,56000.0,0.04972348550066591,0.045,0.015
BTC-26JUN26-58000-C,call,63007.7,58000.0,0.04972348550066591,0.045,0.096
BTC-26JUN26-58000-P,put,63013.46,58000.0,0.04972348550066591,0.045,0.01675
BTC-26JUN26-59000-C,call,63015.71,59000.0,0.04972348550066591,0.045,0.0835
BTC-26JUN26-59000-P,put,63017.26,59000.0,0.04972348550066591,0.045,0.02025
BTC-26JUN26-60000-C,call,63023.18,60000.0,0.04972348550066591,0.045,0.07225
BTC-26JUN26-60000-P,put,63024.35,60000.0,0.04972348550066591,0.045,0.02425
BTC-26JUN26-61000-C,call,63024.67,61000.0,0.04972348550066591,0.045,0.061
BTC-26JUN26-61000-P,put,63025.22,61000.0,0.04972348550066591,0.045,0.029249999999999998
BTC-26JUN26-62000-C,call,63025.22,62000.0,0.04972348550066591,0.045,0.051000000000000004
BTC-26JUN26-62000-P,put,63024.87,62000.0,0.04972348550066591,0.045,0.035
BTC-26JUN26-63000-C,call,63023.33,63000.0,0.04972348550066591,0.045,0.042
BTC-26JUN26-63000-P,put,63023.35,63000.0,0.04972348550066591,0.045,0.0415
BTC-26JUN26-64000-C,call,63032.4,64000.0,0.04972348550066591,0.045,0.034
BTC-26JUN26-64000-P,put,63032.66,64000.0,0.04972348550066591,0.045,0.0495
BTC-26JUN26-65000-C,call,63033.2,65000.0,0.04972348550066591,0.045,0.027
BTC-26JUN26-65000-P,put,63033.49,65000.0,0.04972348550066591,0.045,0.058249999999999996
BTC-26JUN26-66000-C,call,63033.49,66000.0,0.04972348550066591,0.045,0.021249999999999998
BTC-26JUN26-66000-P,put,63034.6,66000.0,0.04972348550066591,0.045,0.06875
BTC-26JUN26-67000-C,call,63032.68,67000.0,0.04972348550066591,0.045,0.0165
BTC-26JUN26-67000-P,put,63030.71,67000.0,0.04972348550066591,0.045,0.08025
BTC-26JUN26-68000-C,call,63030.98,68000.0,0.04972348550066591,0.045,0.0125
BTC-26JUN26-68000-P,put,63032.0,68000.0,0.04972348550066591,0.045,0.0925
BTC-26JUN26-70000-C,call,63032.0,70000.0,0.04972348550066591,0.045,0.0072499999999999995
BTC-26JUN26-70000-P,put,63028.37,70000.0,0.04972348550066591,0.045,0.119
BTC-26JUN26-72000-C,call,63028.37,72000.0,0.04972348550066591,0.045,0.00415
BTC-26JUN26-72000-P,put,63028.18,72000.0,0.04972348550066591,0.045,0.14675
BTC-26JUN26-74000-C,call,63027.02,74000.0,0.04972348550066591,0.045,0.00255
BTC-26JUN26-74000-P,put,63026.38,74000.0,0.04972348550066591,0.045,0.177
BTC-26JUN26-75000-C,call,63026.16,75000.0,0.04972348550066591,0.045,0.00205
BTC-26JUN26-75000-P,put,63027.96,75000.0,0.04972348550066591,0.045,0.19275
BTC-26JUN26-76000-C,call,63030.8,76000.0,0.04972348550066591,0.045,0.0017000000000000001
BTC-26JUN26-76000-P,put,63030.8,76000.0,0.04972348550066591,0.045,0.20775
BTC-26JUN26-78000-C,call,63033.54,78000.0,0.04972348550066591,0.045,0.00125
BTC-26JUN26-78000-P,put,63041.19,78000.0,0.04972348550066591,0.045,0.23875
BTC-26JUN26-80000-C,call,63048.36,80000.0,0.04972348550066591,0.045,0.0009
BTC-26JUN26-80000-P,put,63049.72,80000.0,0.04972348550066591,0.045,0.2705
BTC-26JUN26-82000-C,call,63048.66,82000.0,0.04972348550066591,0.045,0.00075
BTC-26JUN26-82000-P,put,63047.74,82000.0,0.04972348550066591,0.045,0.302
BTC-26JUN26-84000-C,call,63047.74,84000.0,0.04972348550066591,0.045,0.0006000000000000001
BTC-26JUN26-84000-P,put,63037.16,84000.0,0.04972348550066591,0.045,0.3335
BTC-26JUN26-85000-C,call,63023.5,85000.0,0.04972348550066591,0.045,0.0006000000000000001
BTC-26JUN26-85000-P,put,63020.53,85000.0,0.04972348550066591,0.045,0.349
BTC-26JUN26-86000-C,call,63030.08,86000.0,0.04972348550066591,0.045,0.0006000000000000001
BTC-26JUN26-86000-P,put,63030.64,86000.0,0.04972348550066591,0.045,0.36475
BTC-26JUN26-88000-C,call,63038.29,88000.0,0.04972348550066591,0.045,0.0005
BTC-26JUN26-88000-P,put,63038.53,88000.0,0.04972348550066591,0.045,0.39975
BTC-26JUN26-90000-C,call,63038.64,90000.0,0.04972348550066591,0.045,0.00039999999999999996
BTC-26JUN26-90000-P,put,63038.69,90000.0,0.04972348550066591,0.045,0.428
BTC-26JUN26-92000-C,call,63038.2,92000.0,0.04972348550066591,0.045,0.00035
