instrument_name,option_type,underlying_price_S,strike_K,time_to_maturity_T,risk_free_rate_r,option_price_V,implied_vol
BTC-11JUN26-62000-P,put,62938.59,62000.0,0.008627595089707,0.045,1069.95603,0.6492941530586593
BTC-11JUN26-62500-C,call,62938.68,62500.0,0.008627595089707,0.045,1699.34436,0.626765866330195
BTC-11JUN26-62500-P,put,62943.97,62500.0,0.008627595089707,0.045,1258.8794,0.6375257814896735
BTC-11JUN26-63000-C,call,62945.37,63000.0,0.008627595089707,0.045,1400.5344825,0.6068290298812244
BTC-11JUN26-63000-P,put,62945.37,63000.0,0.008627595089707,0.045,1447.74351,0.6141332098618641
BTC-11JUN26-63500-C,call,62941.72,63500.0,0.008627595089707,0.045,1132.95096,0.5907177633242631
BTC-11JUN26-63500-P,put,62941.77,63500.0,0.008627595089707,0.045,1699.42779,0.6049213449933738
BTC-11JUN26-64000-C,call,62944.89,64000.0,0.008627595089707,0.045,912.7009049999937,0.5811807099598808
BTC-11JUN26-64000-P,put,62943.22,64000.0,0.008627595089707,0.045,1998.447235,0.605382860198244
BTC-11JUN26-64500-C,call,62937.88,64500.0,0.008627595089707,0.045,723.78562,0.5745011759261993
BTC-11JUN26-64500-P,put,62938.38,64500.0,0.008627595089707,0.045,2328.7200599999996,0.6063336977093469
BTC-11JUN26-65000-C,call,62916.63,65000.0,0.008627595089707,0.045,566.2496699999999,0.5713911863087906
BTC-11JUN26-65000-P,put,62910.45,65000.0,0.008627595089707,0.045,2657.9665124999933,0.586123819094201
BTC-11JUN26-66000-C,call,62910.22,66000.0,0.008627595089707,0.045,327.133144,0.5596064744664627
BTC-11JUN26-66000-P,put,62914.54,66000.0,0.008627595089707,0.045,3649.043319999994,0.7114729609440047
BTC-11JUN26-67000-C,call,62910.83,67000.0,0.008627595089707,0.045,176.150324,0.5495814716109312
BTC-11JUN26-68000-C,call,62917.4,68000.0,0.008627595089707,0.045,97.52197,0.5532326793719309
BTC-11JUN26-69000-C,call,62919.43,69000.0,0.008627595089707,0.045,53.4815155,0.5604718165507276
BTC-11JUN26-69000-P,put,62918.19,69000.0,0.008627595089707,0.045,6921.0009,1.2122661207971102
BTC-11JUN26-70000-C,call,62917.22,70000.0,0.008627595089707,0.045,31.45861,0.5766649869317472
BTC-11JUN26-70000-P,put,62910.26,70000.0,0.008627595089707,0.045,7108.859379999994,0.6153608671003948
BTC-12JUN26-70000-C,call,62904.41,70000.0,0.0113673211171042,0.045,59.759189500000005,0.5609532122370561
BTC-12JUN26-70000-P,put,62905.82,70000.0,0.0113673211171042,0.045,7124.084115000001,0.5708193031377217
BTC-12JUN26-72000-C,call,62905.44,72000.0,0.0113673211171042,0.045,31.452720000000003,0.6117498580411687
BTC-12JUN26-74000-C,call,62870.68,74000.0,0.0113673211171042,0.045,18.861203999999997,0.6684097251496087
BTC-12JUN26-75000-C,call,62878.81,75000.0,0.0113673211171042,0.045,18.863642999999996,0.7151411583736151
BTC-19JUN26-55000-C,call,62951.61,55000.0,0.030545403308885,0.045,8577.1568625,0.7316244462629496
BTC-19JUN26-55000-P,put,62950.58,55000.0,0.030545403308885,0.045,409.17877,0.6673966675701066
BTC-19JUN26-56000-C,call,62948.38,56000.0,0.030545403308885,0.045,7427.908839999999,0.5997930679963368
BTC-19JUN26-56000-P,put,62941.91,56000.0,0.030545403308885,0.045,519.2707575000001,0.6502268933030885
BTC-19JUN26-58000-C,call,62941.39,58000.0,0.030545403308885,0.045,5680.4604475,0.5631766189022543
BTC-19JUN26-58000-P,put,62941.4,58000.0,0.030545403308885,0.045,771.03215,0.6002781676373591
BTC-19JUN26-59000-C,call,62939.68,59000.0,0.030545403308885,0.045,4909.29504,0.5600583492126012
BTC-19JUN26-59000-P,put,62939.04,59000.0,0.030545403308885,0.045,959.8203599999999,0.5809324300174837
BTC-19JUN26-60000-C,call,62937.58,60000.0,0.030545403308885,0.045,4138.145885,0.5425676213044532
BTC-19JUN26-60000-P,put,62937.09,60000.0,0.030545403308885,0.045,1195.80471,0.5631982508503882
BTC-19JUN26-61000-C,call,62935.57,61000.0,0.030545403308885,0.045,3414.2546724999997,0.5242680200840597
BTC-19JUN26-61000-P,put,62935.37,61000.0,0.030545403308885,0.045,1478.981195,0.5449743513961925
BTC-19JUN26-62000-C,call,62936.45,62000.0,0.030545403308885,0.045,2769.2038,0.5104785157815376
BTC-19JUN26-62000-P,put,62938.3,62000.0,0.030545403308885,0.045,1825.210699999994,0.528800953797325
BTC-19JUN26-63000-C,call,62937.55,63000.0,0.030545403308885,0.045,2187.0798625,0.49589360085074524
BTC-19JUN26-63000-P,put,62937.55,63000.0,0.030545403308885,0.045,2250.0174125,0.5157481083842441
BTC-19JUN26-64000-C,call,62937.52,64000.0,0.030545403308885,0.045,1683.57866,0.4830688313783874
BTC-19JUN26-64000-P,put,62937.74,64000.0,0.030545403308885,0.045,2737.7916899999996,0.5014136768832541
BTC-19JUN26-65000-C,call,62938.87,65000.0,0.030545403308885,0.045,1274.5121175000002,0.4748912730799769
BTC-19JUN26-65000-P,put,62939.53,65000.0,0.030545403308885,0.045,3304.325325,0.48891239576367435
BTC-19JUN26-66000-C,call,62938.13,66000.0,0.030545403308885,0.045,944.0719499999999,0.46870285984200055
BTC-19JUN26-66000-P,put,62938.44,66000.0,0.030545403308885,0.045,3996.59094,0.489848199332576
BTC-19JUN26-67000-C,call,62937.35,67000.0,0.030545403308885,0.045,676.5765124999999,0.4616123960625491
BTC-19JUN26-67000-P,put,62937.29,67000.0,0.030545403308885,0.045,4736.0310725,0.4873999103347576
BTC-19JUN26-68000-C,call,62942.24,68000.0,0.030545403308885,0.045,472.06679999999994,0.45515153228335536
BTC-19JUN26-68000-P,put,62940.97,68000.0,0.030545403308885,0.045,5523.0701174999995,0.4839984744777582
BTC-19JUN26-69000-C,call,62938.81,69000.0,0.030545403308885,0.045,346.16345499999994,0.4607035291152699
BTC-19JUN26-69000-P,put,62938.81,69000.0,0.030545403308885,0.045,6388.289215,0.4905908494486717
BTC-19JUN26-70000-C,call,62938.81,70000.0,0.030545403308885,0.045,242.3144185,0.461266044948204
BTC-19JUN26-70000-P,put,62939.22,70000.0,0.030545403308885,0.045,7285.214714999994,0.49833786961326904
BTC-19JUN26-71000-C,call,62940.44,71000.0,0.030545403308885,0.045,169.939188,0.46378483314300045
BTC-19JUN26-71000-P,put,62942.92,71000.0,0.030545403308885,0.045,8229.78679,0.5199888750551789
BTC-19JUN26-72000-C,call,62942.92,72000.0,0.030545403308885,0.045,125.88584,0.47269935574053706
BTC-19JUN26-72000-P,put,62945.58,72000.0,0.030545403308885,0.045,9190.05468,0.5438403679723277
BTC-19JUN26-73000-C,call,62952.22,73000.0,0.030545403308885,0.045,94.42833,0.4822342920156201
BTC-19JUN26-73000-P,put,62952.38,73000.0,0.030545403308885,0.045,10166.809369999999,0.5757112667166453
BTC-19JUN26-74000-C,call,62952.38,74000.0,0.030545403308885,0.045,78.69047499999999,0.5008802942338753
BTC-19JUN26-74000-P,put,62956.02,74000.0,0.030545403308885,0.045,11127.476534999998,0.5923320436504056
BTC-19JUN26-75000-C,call,62958.34,75000.0,0.030545403308885,0.045,62.95834,0.51458583183835
BTC-19JUN26-75000-P,put,62958.32,75000.0,0.030545403308885,0.045,12056.51828,0.5750860214774066
BTC-19JUN26-76000-C,call,62964.32,76000.0,0.030545403308885,0.045,50.3714559999937,0.5274511498905797
BTC-19JUN26-76000-P,put,62963.88,76000.0,0.030545403308885,0.045,13096.487039999998,0.650538724741412
BTC-19JUN26-77000-C,call,62964.58,77000.0,0.030545403308885,0.045,44.075206,0.546913299049594
BTC-19JUN26-77000-P,put,62966.59,77000.0,0.030545403308885,0.045,14277.6742825,0.8091842584696954
BTC-19JUN26-78000-C,call,62973.2,78000.0,0.030545403308885,0.045,37.783919999999995,0.563428137313466
BTC-19JUN26-78000-P,put,62973.2,78000.0,0.030545403308885,0.045,15271.000999999998,0.8477379202239971
BTC-19JUN26-80000-C,call,62982.08,80000.0,0.030545403308885,0.045,31.49104,0.6041669999537556
BTC-19JUN26-85000-C,call,62979.42,85000.0,0.030545403308885,0.045,22.042797,0.7018987299615674
BTC-26JUN26-45000-P,put,62998.32,45000.0,0.0497234855006659,0.045,103.947228,0.7987062334307156
BTC-26JUN26-50000-C,call,62997.58,50000.0,0.0497234855006659,0.045,13229.4918,0.5973971876257042
BTC-26JUN26-50000-P,put,62997.14,50000.0,0.0497234855006659,0.045,239.389132,0.6876940152930505
BTC-26JUN26-54000-P,put,63001.43,54000.0,0.0497234855006659,0.045,381.15865149999996,0.5665362456751245
BTC-26JUN26-55000-C,call,63005.02,55000.0,0.0497234855006659,0.045,8552.931465,0.5337286046934345
BTC-26JUN26-55000-P,put,63004.96,55000.0,0.0497234855006659,0.045,598.54712,0.5945366728548587
BTC-26JUN26-56000-P,put,63005.14,56000.0,0.0497234855006659,0.045,945.0771,0.6403075727077397
BTC-26JUN26-58000-C,call,63007.7,58000.0,0.0497234855006659,0.045,6048.7392,0.5120203897597254
BTC-26JUN26-58000-P,put,63013.46,58000.0,0.0497234855006659,0.045,1055.475455,0.547162302138082
BTC-26JUN26-59000-C,call,63015.71,59000.0,0.0497234855006659,0.045,5261.811785,0.49765613328458685
BTC-26JUN26-59000-P,put,63017.26,59000.0,0.0497234855006659,0.045,1276.099515,0.5334131949585815
BTC-26JUN26-60000-C,call,63023.18,60000.0,0.0497234855006659,0.045,4553.424755,0.49149416636421245
BTC-26JUN26-60000-P,put,63024.35,60000.0,0.0497234855006659,0.045,1528.3404875,0.518461303187158
BTC-26JUN26-61000-C,call,63024.67,61000.0,0.0497234855006659,0.045,3844.5048699999998,0.47638408058204057
BTC-26JUN26-61000-P,put,63025.22,61000.0,0.0497234855006659,0.045,1843.4876849999937,0.5070154324297769
BTC-26JUN26-62000-C,call,63025.22,62000.0,0.0497234855006659,0.045,3214.28622,0.4666404400962452
BTC-26JUN26-62000-P,put,63024.87,62000.0,0.0497234855006659,0.045,2205.8704500000003,0.4950535753145558
BTC-26JUN26-63000-C,call,63023.33,63000.0,0.0497234855006659,0.045,2646.9798600000004,0.45813494775176844
BTC-26JUN26-63000-P,put,63023.35,63000.0,0.0497234855006659,0.045,2615.469025,0.48186342225478623
BTC-26JUN26-64000-C,call,63032.4,64000.0,0.0497234855006659,0.045,2143.1016000000004,0.4491778063371528
BTC-26JUN26-64000-P,put,63032.66,64000.0,0.0497234855006659,0.045,3120.1166700000003,0.4764670017374472
BTC-26JUN26-65000-C,call,63033.2,65000.0,0.0497234855006659,0.045,1701.8963999999999,0.4411249624149677
BTC-26JUN26-65000-P,put,63033.49,65000.0,0.0497234855006659,0.045,3671.7007924999934,0.46831174397013153
BTC-26JUN26-66000-C,call,63033.49,66000.0,0.0497234855006659,0.045,1339.4616624999937,0.4363653079017217
BTC-26JUN26-66000-P,put,63034.6,66000.0,0.0497234855006659,0.045,4333.62875,0.47011449918895326
BTC-26JUN26-67000-C,call,63032.68,67000.0,0.0497234855006659,0.045,1040.0392200000001,0.43277332369670596
BTC-26JUN26-67000-P,put,63030.71,67000.0,0.0497234855006659,0.045,5058.2144775,0.4737034330500158
BTC-26JUN26-68000-C,call,63030.98,68000.0,0.0497234855006659,0.045,787.8872500000001,0.4279839468411362
BTC-26JUN26-68000-P,put,63032.0,68000.0,0.0497234855006659,0.045,5830.46,0.4787997447456161
BTC-26JUN26-70000-C,call,63032.0,70000.0,0.0497234855006659,0.045,456.98199999999366,0.42831876342681974
BTC-26JUN26-70000-P,put,63028.37,70000.0,0.0497234855006659,0.045,7500.37603,0.4924205695718617
BTC-26JUN26-72000-C,call,63028.37,72000.0,0.0497234855006659,0.045,261.5677355,0.43258478465794536
BTC-26JUN26-72000-P,put,63028.18,72000.0,0.0497234855006659,0.045,9249.385414999999,0.4982385128885804
BTC-26JUN26-74000-C,call,63027.02,74000.0,0.0497234855006659,0.045,160.71890100000002,0.4459650997099461
BTC-26JUN26-74000-P,put,63026.38,74000.0,0.0497234855006659,0.045,11155.669259999999,0.534167577398131
BTC-26JUN26-75000-C,call,63026.16,75000.0,0.0497234855006659,0.045,129.203628,0.4546532144964191
BTC-26JUN26-75000-P,put,63027.96,75000.0,0.0497234855006659,0.045,12148.639290000001,0.5651606174011773
BTC-26JUN26-76000-C,call,63030.8,76000.0,0.0497234855006659,0.045,107.15236,0.46535911069095204
BTC-26JUN26-76000-P,put,63030.8,76000.0,0.0497234855006659,0.045,13094.6487,0.5747854041648325
BTC-26JUN26-78000-C,call,63033.54,78000.0,0.0497234855006659,0.045,78.791925,0.4905318373785282
BTC-26JUN26-78000-P,put,63041.19,78000.0,0.0497234855006659,0.045,15051.0841125,0.619167582063209
BTC-26JUN26-80000-C,call,63048.36,80000.0,0.0497234855006659,0.045,56.743524,0.5110788624556372
BTC-26JUN26-80000-P,put,63049.72,80000.0,0.0497234855006659,0.045,17054.94926,0.6835012173397179
BTC-26JUN26-82000-C,call,63048.66,82000.0,0.0497234855006659,0.045,47.286495,0.5409054056344873
BTC-26JUN26-82000-P,put,63047.74,82000.0,0.0497234855006659,0.045,19040.41748,0.7305182387493094
BTC-26JUN26-84000-C,call,63047.74,84000.0,0.0497234855006659,0.045,37.828644,0.5653434852053945
BTC-26JUN26-84000-P,put,63037.16,84000.0,0.0497234855006659,0.045,21022.892860000004,0.7678109245795859
BTC-26JUN26-85000-C,call,63023.5,85000.0,0.0497234855006659,0.045,37.814099999999996,0.5858803759753961
BTC-26JUN26-85000-P,put,63020.53,85000.0,0.0497234855006659,0.045,21994.164969999998,0.7642172879537226
BTC-26JUN26-86000-C,call,63030.08,86000.0,0.0497234855006659,0.045,37.818048,0.6052580509302058
BTC-26JUN26-86000-P,put,63030.64,86000.0,0.0497234855006659,0.045,22990.42594,0.7935101850791929
BTC-26JUN26-88000-C,call,63038.29,88000.0,0.0497234855006659,0.045,31.519145,0.6285420456116259
BTC-26JUN26-90000-C,call,63038.64,90000.0,0.0497234855006659,0.045,25.215455999993697,0.6472637669178342
BTC-26JUN26-92000-C,call,63038.2,92000.0,0.0497234855006659,0.045,22.06337,0.6714026498366867
BTC-26JUN26-94000-C,call,63038.72,94000.0,0.0497234855006659,0.045,25.215487999993698,0.7153044739505854
BTC-26JUN26-95000-C,call,63037.77,95000.0,0.0497234855006659,0.045,18.911330999999997,0.7086032699643873
BTC-31JUL26-48000-C,call,63231.66,48000.0,0.14561389645957,0.045,15776.29917,0.46501502576006115
BTC-31JUL26-48000-P,put,63231.18,48000.0,0.14561389645957,0.045,600.69621,0.585263128728366
BTC-31JUL26-50000-C,call,63232.27,50000.0,0.14561389645957,0.045,14132.412344999999,0.5130780826006741
BTC-31JUL26-50000-P,put,63231.62,50000.0,0.14561389645957,0.045,774.587345,0.5605087089227021
BTC-31JUL26-52000-C,call,63232.41,52000.0,0.14561389645957,0.045,12235.471335,0.46968501064117146
BTC-31JUL26-52000-P,put,63232.41,52000.0,0.14561389645957,0.045,1011.71856,0.5395677014291723
BTC-31JUL26-54000-C,call,63232.34,54000.0,0.14561389645957,0.045,10512.376525,0.45466250927181556
BTC-31JUL26-54000-P,put,63232.77,54000.0,0.14561389645957,0.045,1327.8881699999936,0.5217326582096768
BTC-31JUL26-55000-C,call,63233.02,55000.0,0.14561389645957,0.045,9706.26857,0.45120454343604827
BTC-31JUL26-55000-P,put,63233.02,55000.0,0.14561389645957,0.045,1501.7842249999999,0.5109761702149626
BTC-31JUL26-56000-C,call,63232.0,56000.0,0.14561389645957,0.045,8899.903999999999,0.44390596466938503
BTC-31JUL26-56000-P,put,63232.52,56000.0,0.14561389645957,0.045,1707.27804,0.5019078921479155
BTC-31JUL26-57000-C,call,63232.52,57000.0,0.14561389645957,0.045,8172.80321,0.4438436858051864
BTC-31JUL26-57000-P,put,63232.68,57000.0,0.14561389645957,0.045,1960.21308,0.4961080655618068
BTC-31JUL26-58000-C,call,63235.53,58000.0,0.14561389645957,0.045,7445.983657499999,0.43915382270957143
BTC-31JUL26-58000-P,put,63235.61,58000.0,0.14561389645957,0.045,2213.2463500000003,0.48705057162031984
BTC-31JUL26-59000-C,call,63235.61,59000.0,0.14561389645957,0.045,6718.7835625,0.43086806499350394
BTC-31JUL26-59000-P,put,63236.18,59000.0,0.14561389645957,0.045,2529.4472,0.4823008695106872
BTC-31JUL26-60000-C,call,63238.24,60000.0,0.14561389645957,0.045,6070.87104,0.4279732942622505
BTC-31JUL26-60000-P,put,63238.33,60000.0,0.14561389645957,0.045,2845.72485,0.47411454967611366
BTC-31JUL26-61000-C,call,63238.33,61000.0,0.14561389645957,0.045,5454.3059625,0.42469844261807377
BTC-31JUL26-61000-P,put,63239.62,61000.0,0.14561389645957,0.045,3225.22062,0.46954175453517766
BTC-31JUL26-62000-C,call,63239.48,62000.0,0.14561389645957,0.045,4885.24983,0.42244321166767357
BTC-31JUL26-62000-P,put,63242.2,62000.0,0.14561389645957,0.045,3636.4265,0.46485707584173447
BTC-31JUL26-63000-C,call,63243.31,63000.0,0.14561389645957,0.045,4332.166735,0.4176797504686238
BTC-31JUL26-63000-P,put,63242.58,63000.0,0.14561389645957,0.045,4094.9570550000003,0.4614814010086258
